Gene ID,Gene Symbol,TF
ENSG00000071073.12,MGAT4A,MYBL2
ENSG00000071082.10,RPL31,MYBL2
ENSG00000071127.16,WDR1,MYBL2
ENSG00000071189.21,SNX13,MYBL2
ENSG00000071243.15,ING3,MYBL2
ENSG00000071282.11,LMCD1,MYBL2
ENSG00000071462.11,WBSCR22,MYBL2
ENSG00000071537.13,SEL1L,MYBL2
ENSG00000071539.13,TRIP13,MYBL2
ENSG00000071564.14,TCF3,MYBL2
ENSG00000071626.16,DAZAP1,MYBL2
ENSG00000071655.17,MBD3,MYBL2
ENSG00000071655.17,MBD3,MYBL2
ENSG00000071794.15,HLTF,MYBL2
ENSG00000071894.15,CPSF1,MYBL2
ENSG00000071994.10,PDCD2,MYBL2
ENSG00000072042.12,RDH11,MYBL2
ENSG00000072042.12,RDH11,MYBL2
ENSG00000072062.13,PRKACA,MYBL2
ENSG00000072071.16,ADGRL1,MYBL2
ENSG00000072121.15,ZFYVE26,MYBL2
ENSG00000072135.12,PTPN18,MYBL2
ENSG00000072210.18,ALDH3A2,MYBL2
ENSG00000072210.18,ALDH3A2,MYBL2
ENSG00000072274.12,TFRC,MYBL2
ENSG00000072310.16,SREBF1,MYBL2
ENSG00000072310.16,SREBF1,MYBL2
ENSG00000072364.12,AFF4,MYBL2
ENSG00000072415.8,MPP5,MYBL2
ENSG00000072571.19,HMMR,MYBL2
ENSG00000072609.17,CHFR,MYBL2
ENSG00000072736.18,NFATC3,MYBL2
ENSG00000072756.16,TRNT1,MYBL2
ENSG00000072786.12,STK10,MYBL2
ENSG00000072803.17,FBXW11,MYBL2
ENSG00000072849.10,DERL2,MYBL2
ENSG00000072864.13,NDE1,MYBL2
ENSG00000072954.6,TMEM38A,MYBL2
ENSG00000072958.8,AP1M1,MYBL2
ENSG00000073067.13,CYP2W1,MYBL2
ENSG00000073111.13,MCM2,MYBL2
ENSG00000073350.13,LLGL2,MYBL2
ENSG00000073417.14,PDE8A,MYBL2
ENSG00000073417.14,PDE8A,MYBL2
ENSG00000073464.11,CLCN4,MYBL2
ENSG00000073536.17,NLE1,MYBL2
ENSG00000073578.16,SDHA,MYBL2
ENSG00000073584.18,SMARCE1,MYBL2
ENSG00000073614.12,KDM5A,MYBL2
ENSG00000073792.15,IGF2BP2,MYBL2
ENSG00000073803.13,MAP3K13,MYBL2
ENSG00000073921.17,PICALM,MYBL2
ENSG00000073921.17,PICALM,MYBL2
ENSG00000073969.18,NSF,MYBL2
ENSG00000074054.17,CLASP1,MYBL2
ENSG00000074071.14,MRPS34,MYBL2
ENSG00000074201.8,CLNS1A,MYBL2
ENSG00000074266.18,EED,MYBL2
ENSG00000074319.12,TSG101,MYBL2
ENSG00000074356.16,NCBP3,MYBL2
ENSG00000074582.12,BCS1L,MYBL2
ENSG00000074603.18,DPP8,MYBL2
ENSG00000074621.13,SLC24A1,MYBL2
ENSG00000074695.5,LMAN1,MYBL2
ENSG00000074696.12,HACD3,MYBL2
ENSG00000074755.14,ZZEF1,MYBL2
ENSG00000074755.14,ZZEF1,MYBL2
ENSG00000074800.13,ENO1,MYBL2
ENSG00000074842.7,MYDGF,MYBL2
ENSG00000074855.10,ANO8,MYBL2
ENSG00000074935.13,TUBE1,MYBL2
ENSG00000075151.20,EIF4G3,MYBL2
ENSG00000075188.8,NUP37,MYBL2
ENSG00000075218.18,GTSE1,MYBL2
ENSG00000075234.16,TTC38,MYBL2
ENSG00000075239.13,ACAT1,MYBL2
ENSG00000075240.16,GRAMD4,MYBL2
ENSG00000075303.12,SLC25A40,MYBL2
ENSG00000075336.11,TIMM21,MYBL2
ENSG00000075391.16,RASAL2,MYBL2
ENSG00000075399.13,VPS9D1,MYBL2
ENSG00000075407.18,ZNF37A,MYBL2
ENSG00000075415.12,SLC25A3,MYBL2
ENSG00000075420.12,FNDC3B,MYBL2
ENSG00000075420.12,FNDC3B,MYBL2
ENSG00000075426.11,FOSL2,MYBL2
ENSG00000075426.11,FOSL2,MYBL2
ENSG00000075539.13,FRYL,MYBL2
ENSG00000075568.16,TMEM131,MYBL2
ENSG00000075618.17,FSCN1,MYBL2
ENSG00000075624.13,ACTB,MYBL2
ENSG00000075643.5,MOCOS,MYBL2
ENSG00000075643.5,MOCOS,MYBL2
ENSG00000075651.15,PLD1,MYBL2
ENSG00000075702.16,WDR62,MYBL2
ENSG00000075711.20,DLG1,MYBL2
ENSG00000075785.12,RAB7A,MYBL2
ENSG00000075790.10,BCAP29,MYBL2
ENSG00000075826.16,SEC31B,MYBL2
ENSG00000075856.11,SART3,MYBL2
ENSG00000075975.15,MKRN2,MYBL2
ENSG00000076043.9,REXO2,MYBL2
ENSG00000076053.10,RBM7,MYBL2
ENSG00000076108.11,BAZ2A,MYBL2
ENSG00000076201.14,PTPN23,MYBL2
ENSG00000076201.14,PTPN23,MYBL2
ENSG00000076242.14,MLH1,MYBL2
ENSG00000076321.10,KLHL20,MYBL2
ENSG00000076382.16,SPAG5,MYBL2
ENSG00000076513.16,ANKRD13A,MYBL2
ENSG00000076554.15,TPD52,MYBL2
ENSG00000076555.15,ACACB,MYBL2
ENSG00000076604.14,TRAF4,MYBL2
ENSG00000076604.14,TRAF4,MYBL2
ENSG00000076650.6,GPATCH1,MYBL2
ENSG00000076685.18,NT5C2,MYBL2
ENSG00000076864.19,RAP1GAP,MYBL2
ENSG00000076928.17,ARHGEF1,MYBL2
ENSG00000076944.15,STXBP2,MYBL2
ENSG00000076984.17,MAP2K7,MYBL2
ENSG00000076984.17,MAP2K7,MYBL2
ENSG00000077044.10,DGKD,MYBL2
ENSG00000077147.14,TM9SF3,MYBL2
ENSG00000077150.18,NFKB2,MYBL2
ENSG00000077152.9,UBE2T,MYBL2
ENSG00000077157.21,PPP1R12B,MYBL2
ENSG00000077232.16,DNAJC10,MYBL2
ENSG00000077235.17,GTF3C1,MYBL2
ENSG00000077238.13,IL4R,MYBL2
ENSG00000077312.8,SNRPA,MYBL2
ENSG00000077348.8,EXOSC5,MYBL2
ENSG00000077380.15,DYNC1I2,MYBL2
ENSG00000077454.15,LRCH4,MYBL2
ENSG00000077458.12,FAM76B,MYBL2
ENSG00000077458.12,FAM76B,MYBL2
ENSG00000077463.14,SIRT6,MYBL2
ENSG00000077514.8,POLD3,MYBL2
ENSG00000077549.17,CAPZB,MYBL2
ENSG00000077684.15,JADE1,MYBL2
ENSG00000077721.15,UBE2A,MYBL2
ENSG00000077782.19,FGFR1,MYBL2
ENSG00000077942.18,FBLN1,MYBL2
ENSG00000078124.11,ACER3,MYBL2
ENSG00000078140.13,UBE2K,MYBL2
ENSG00000078177.13,N4BP2,MYBL2
ENSG00000078177.13,N4BP2,MYBL2
ENSG00000078246.16,TULP3,MYBL2
ENSG00000078269.13,SYNJ2,MYBL2
ENSG00000078304.19,PPP2R5C,MYBL2
ENSG00000078369.17,GNB1,MYBL2
ENSG00000078403.16,MLLT10,MYBL2
ENSG00000078487.17,ZCWPW1,MYBL2
ENSG00000078618.20,NRDC,MYBL2
ENSG00000078668.13,VDAC3,MYBL2
ENSG00000078674.17,PCM1,MYBL2
ENSG00000078687.17,TNRC6C,MYBL2
ENSG00000078699.21,CBFA2T2,MYBL2
ENSG00000078699.21,CBFA2T2,MYBL2
ENSG00000078747.13,ITCH,MYBL2
ENSG00000078804.12,TP53INP2,MYBL2
ENSG00000078808.16,SDF4,MYBL2
ENSG00000078808.16,SDF4,MYBL2
ENSG00000078898.6,BPIFB2,MYBL2
ENSG00000078902.15,TOLLIP,MYBL2
ENSG00000078967.12,UBE2D4,MYBL2
ENSG00000079101.16,CLUL1,MYBL2
ENSG00000079134.11,THOC1,MYBL2
ENSG00000079150.17,FKBP7,MYBL2
ENSG00000079156.16,OSBPL6,MYBL2
ENSG00000079246.15,XRCC5,MYBL2
ENSG00000079277.19,MKNK1,MYBL2
ENSG00000079313.12,REXO1,MYBL2
ENSG00000079332.14,SAR1A,MYBL2
ENSG00000079387.13,SENP1,MYBL2
ENSG00000079432.7,CIC,MYBL2
ENSG00000079462.7,PAFAH1B3,MYBL2
ENSG00000079616.12,KIF22,MYBL2
ENSG00000079691.17,LRRC16A,MYBL2
ENSG00000079739.15,PGM1,MYBL2
ENSG00000079785.14,DDX1,MYBL2
ENSG00000079805.16,DNM2,MYBL2
ENSG00000079819.17,EPB41L2,MYBL2
ENSG00000079950.13,STX7,MYBL2
ENSG00000079974.17,RABL2B,MYBL2
ENSG00000079999.13,KEAP1,MYBL2
ENSG00000080189.14,SLC35C2,MYBL2
ENSG00000080189.14,SLC35C2,MYBL2
ENSG00000080298.15,RFX3,MYBL2
ENSG00000080345.17,RIF1,MYBL2
ENSG00000080371.5,RAB21,MYBL2
ENSG00000080546.13,SESN1,MYBL2
ENSG00000080603.16,SRCAP,MYBL2
ENSG00000080608.9,PUM3,MYBL2
ENSG00000080618.13,CPB2,MYBL2
ENSG00000080802.18,CNOT4,MYBL2
ENSG00000080819.6,CPOX,MYBL2
ENSG00000080822.16,CLDND1,MYBL2
ENSG00000080823.21,MOK,MYBL2
ENSG00000080824.18,HSP90AA1,MYBL2
ENSG00000080839.11,RBL1,MYBL2
ENSG00000080986.12,NDC80,MYBL2
ENSG00000081014.10,AP4E1,MYBL2
ENSG00000081019.13,RSBN1,MYBL2
ENSG00000081026.18,MAGI3,MYBL2
ENSG00000081041.8,CXCL2,MYBL2
ENSG00000081051.7,AFP,MYBL2
ENSG00000081154.11,PCNP,MYBL2
ENSG00000081177.18,EXD2,MYBL2
ENSG00000081181.7,ARG2,MYBL2
ENSG00000081377.16,CDC14B,MYBL2
ENSG00000081692.12,JMJD4,MYBL2
ENSG00000081721.11,DUSP12,MYBL2
ENSG00000081791.8,KIAA0141,MYBL2
ENSG00000081803.15,CADPS2,MYBL2
ENSG00000081870.11,HSPB11,MYBL2
ENSG00000081913.13,PHLPP1,MYBL2
ENSG00000082068.8,WDR70,MYBL2
ENSG00000082213.17,C5orf22,MYBL2
ENSG00000082258.12,CCNT2,MYBL2
ENSG00000082269.16,FAM135A,MYBL2
ENSG00000082515.17,MRPL22,MYBL2
ENSG00000082516.8,GEMIN5,MYBL2
ENSG00000082516.8,GEMIN5,MYBL2
ENSG00000082641.15,NFE2L1,MYBL2
ENSG00000082701.14,GSK3B,MYBL2
ENSG00000082805.19,ERC1,MYBL2
ENSG00000082898.16,XPO1,MYBL2
ENSG00000082996.19,RNF13,MYBL2
ENSG00000083093.9,PALB2,MYBL2
ENSG00000083097.14,DOPEY1,MYBL2
ENSG00000083099.10,LYRM2,MYBL2
ENSG00000083123.14,BCKDHB,MYBL2
ENSG00000083168.9,KAT6A,MYBL2
ENSG00000083223.17,ZCCHC6,MYBL2
ENSG00000083312.17,TNPO1,MYBL2
ENSG00000083444.16,PLOD1,MYBL2
ENSG00000083520.14,DIS3,MYBL2
ENSG00000083535.15,PIBF1,MYBL2
ENSG00000083544.13,TDRD3,MYBL2
ENSG00000083635.7,NUFIP1,MYBL2
ENSG00000083642.18,PDS5B,MYBL2
ENSG00000083799.17,CYLD,MYBL2
ENSG00000083807.9,SLC27A5,MYBL2
ENSG00000083817.8,ZNF416,MYBL2
ENSG00000083844.10,ZNF264,MYBL2
ENSG00000083845.8,RPS5,MYBL2
ENSG00000083857.13,FAT1,MYBL2
ENSG00000083857.13,FAT1,MYBL2
ENSG00000083896.12,YTHDC1,MYBL2
ENSG00000083937.8,CHMP2B,MYBL2
ENSG00000084073.8,ZMPSTE24,MYBL2
ENSG00000084090.13,STARD7,MYBL2
ENSG00000084092.6,NOA1,MYBL2
ENSG00000084110.10,HAL,MYBL2
ENSG00000084234.16,APLP2,MYBL2
ENSG00000084463.7,WBP11,MYBL2
ENSG00000084623.11,EIF3I,MYBL2
ENSG00000084652.15,TXLNA,MYBL2
ENSG00000084710.13,EFR3B,MYBL2
ENSG00000084731.14,KIF3C,MYBL2
ENSG00000084733.10,RAB10,MYBL2
ENSG00000084734.8,GCKR,MYBL2
ENSG00000084754.10,HADHA,MYBL2
ENSG00000084754.10,HADHA,MYBL2
ENSG00000085231.13,AK6,MYBL2
ENSG00000085274.15,MYNN,MYBL2
ENSG00000085365.17,SCAMP1,MYBL2
ENSG00000085377.13,PREP,MYBL2
ENSG00000085382.11,HACE1,MYBL2
ENSG00000085415.15,SEH1L,MYBL2
ENSG00000085433.15,WDR47,MYBL2
ENSG00000085449.14,WDFY1,MYBL2
ENSG00000085511.19,MAP3K4,MYBL2
ENSG00000085644.13,ZNF213,MYBL2
ENSG00000085662.13,AKR1B1,MYBL2
ENSG00000085662.13,AKR1B1,MYBL2
ENSG00000085721.12,RRN3,MYBL2
ENSG00000085733.15,CTTN,MYBL2
ENSG00000085760.14,MTIF2,MYBL2
ENSG00000085832.16,EPS15,MYBL2
ENSG00000085840.12,ORC1,MYBL2
ENSG00000085871.8,MGST2,MYBL2
ENSG00000085872.14,CHERP,MYBL2
ENSG00000085982.13,USP40,MYBL2
ENSG00000085999.11,RAD54L,MYBL2
ENSG00000085999.11,RAD54L,MYBL2
ENSG00000086061.15,DNAJA1,MYBL2
ENSG00000086062.12,B4GALT1,MYBL2
ENSG00000086065.13,CHMP5,MYBL2
ENSG00000086102.18,NFX1,MYBL2
ENSG00000086189.9,DIMT1,MYBL2
ENSG00000086200.16,IPO11,MYBL2
ENSG00000086232.12,EIF2AK1,MYBL2
ENSG00000086300.15,SNX10,MYBL2
ENSG00000086475.14,SEPHS1,MYBL2
ENSG00000086504.15,MRPL28,MYBL2
ENSG00000086506.2,HBQ1,MYBL2
ENSG00000086589.11,RBM22,MYBL2
ENSG00000086598.10,TMED2,MYBL2
ENSG00000086666.18,ZFAND6,MYBL2
ENSG00000086717.18,PPEF1,MYBL2
ENSG00000086827.8,ZW10,MYBL2
ENSG00000086848.14,ALG9,MYBL2
ENSG00000087008.15,ACOX3,MYBL2
ENSG00000087074.7,PPP1R15A,MYBL2
ENSG00000087076.8,HSD17B14,MYBL2
ENSG00000087087.18,SRRT,MYBL2
ENSG00000087088.19,BAX,MYBL2
ENSG00000087152.15,ATXN7L3,MYBL2
ENSG00000087157.18,PGS1,MYBL2
ENSG00000087191.12,PSMC5,MYBL2
ENSG00000087206.16,UIMC1,MYBL2
ENSG00000087263.16,OGFOD1,MYBL2
ENSG00000087269.15,NOP14,MYBL2
ENSG00000087274.16,ADD1,MYBL2
ENSG00000087274.16,ADD1,MYBL2
ENSG00000087299.11,L2HGDH,MYBL2
ENSG00000087301.8,TXNDC16,MYBL2
ENSG00000087338.4,GMCL1,MYBL2
ENSG00000087448.9,KLHL42,MYBL2
ENSG00000087470.17,DNM1L,MYBL2
ENSG00000087502.17,ERGIC2,MYBL2
ENSG00000087586.17,AURKA,MYBL2
ENSG00000087589.16,CASS4,MYBL2
ENSG00000087884.14,AAMDC,MYBL2
ENSG00000087903.12,RFX2,MYBL2
ENSG00000087903.12,RFX2,MYBL2
ENSG00000087995.15,METTL2A,MYBL2
ENSG00000088035.15,ALG6,MYBL2
ENSG00000088038.17,CNOT3,MYBL2
ENSG00000088179.8,PTPN4,MYBL2
ENSG00000088205.12,DDX18,MYBL2
ENSG00000088247.16,KHSRP,MYBL2
ENSG00000088298.12,EDEM2,MYBL2
ENSG00000088305.18,DNMT3B,MYBL2
ENSG00000088325.15,TPX2,MYBL2
ENSG00000088356.5,PDRG1,MYBL2
ENSG00000088448.14,ANKRD10,MYBL2
ENSG00000088451.10,TGDS,MYBL2
ENSG00000088682.13,COQ9,MYBL2
ENSG00000088727.12,KIF9,MYBL2
ENSG00000088766.11,CRLS1,MYBL2
ENSG00000088812.17,ATRN,MYBL2
ENSG00000088832.15,FKBP1A,MYBL2
ENSG00000088836.12,SLC4A11,MYBL2
ENSG00000088854.12,C20orf194,MYBL2
ENSG00000088881.20,EBF4,MYBL2
ENSG00000088888.17,MAVS,MYBL2
ENSG00000088899.14,RP5-1187M17.10,MYBL2
ENSG00000088926.13,F11,MYBL2
ENSG00000088930.7,XRN2,MYBL2
ENSG00000088970.15,KIZ,MYBL2
ENSG00000088986.10,DYNLL1,MYBL2
ENSG00000088992.17,TESC,MYBL2
ENSG00000089006.16,SNX5,MYBL2
ENSG00000089009.15,RPL6,MYBL2
ENSG00000089022.13,MAPKAPK5,MYBL2
ENSG00000089048.14,ESF1,MYBL2
ENSG00000089050.15,RBBP9,MYBL2
ENSG00000089053.12,ANAPC5,MYBL2
ENSG00000089060.11,SLC8B1,MYBL2
ENSG00000089063.14,TMEM230,MYBL2
ENSG00000089091.16,DZANK1,MYBL2
ENSG00000089101.17,CFAP61,MYBL2
ENSG00000089123.15,TASP1,MYBL2
ENSG00000089154.10,GCN1,MYBL2
ENSG00000089157.15,RPLP0,MYBL2
ENSG00000089163.4,SIRT4,MYBL2
ENSG00000089177.18,KIF16B,MYBL2
ENSG00000089195.14,TRMT6,MYBL2
ENSG00000089199.9,CHGB,MYBL2
ENSG00000089220.4,PEBP1,MYBL2
ENSG00000089234.15,BRAP,MYBL2
ENSG00000089248.6,ERP29,MYBL2
ENSG00000089248.6,ERP29,MYBL2
ENSG00000089280.18,FUS,MYBL2
ENSG00000089351.14,GRAMD1A,MYBL2
ENSG00000089486.16,CDIP1,MYBL2
ENSG00000089597.16,GANAB,MYBL2
ENSG00000089685.14,BIRC5,MYBL2
ENSG00000089693.10,MLF2,MYBL2
ENSG00000089737.15,DDX24,MYBL2
ENSG00000089818.16,NECAP1,MYBL2
ENSG00000089847.12,ANKRD24,MYBL2
ENSG00000089902.9,RCOR1,MYBL2
ENSG00000090054.13,SPTLC1,MYBL2
ENSG00000090060.17,PAPOLA,MYBL2
ENSG00000090061.17,CCNK,MYBL2
ENSG00000090097.20,PCBP4,MYBL2
ENSG00000090238.11,YPEL3,MYBL2
ENSG00000090263.15,MRPS33,MYBL2
ENSG00000090273.13,NUDC,MYBL2
ENSG00000090316.15,MAEA,MYBL2
ENSG00000090339.8,ICAM1,MYBL2
ENSG00000090382.6,LYZ,MYBL2
ENSG00000090432.6,MUL1,MYBL2
ENSG00000090447.11,TFAP4,MYBL2
ENSG00000090470.14,PDCD7,MYBL2
ENSG00000090487.10,SPG21,MYBL2
ENSG00000090520.11,DNAJB11,MYBL2
ENSG00000090534.17,THPO,MYBL2
ENSG00000090554.12,FLT3LG,MYBL2
ENSG00000090565.15,RAB11FIP3,MYBL2
ENSG00000090581.9,GNPTG,MYBL2
ENSG00000090612.20,ZNF268,MYBL2
ENSG00000090615.13,GOLGA3,MYBL2
ENSG00000090621.13,PABPC4,MYBL2
ENSG00000090674.15,MCOLN1,MYBL2
ENSG00000090686.15,USP48,MYBL2
ENSG00000090857.13,PDPR,MYBL2
ENSG00000090861.15,AARS,MYBL2
ENSG00000090863.11,GLG1,MYBL2
ENSG00000090889.11,KIF4A,MYBL2
ENSG00000090924.14,PLEKHG2,MYBL2
ENSG00000091009.7,RBM27,MYBL2
ENSG00000091039.16,OSBPL8,MYBL2
ENSG00000091039.16,OSBPL8,MYBL2
ENSG00000091073.19,DTX2,MYBL2
ENSG00000091106.18,NLRC4,MYBL2
ENSG00000091127.13,PUS7,MYBL2
ENSG00000091140.12,DLD,MYBL2
ENSG00000091157.13,WDR7,MYBL2
ENSG00000091164.12,TXNL1,MYBL2
ENSG00000091181.19,IL5RA,MYBL2
ENSG00000091262.14,ABCC6,MYBL2
ENSG00000091409.14,ITGA6,MYBL2
ENSG00000091483.6,FH,MYBL2
ENSG00000091513.14,TF,MYBL2
ENSG00000091527.15,CDV3,MYBL2
ENSG00000091527.15,CDV3,MYBL2
ENSG00000091542.8,ALKBH5,MYBL2
ENSG00000091640.7,SPAG7,MYBL2
ENSG00000091651.8,ORC6,MYBL2
ENSG00000091732.15,ZC3HC1,MYBL2
ENSG00000092010.14,PSME1,MYBL2
ENSG00000092020.10,PPP2R3C,MYBL2
ENSG00000092036.17,HAUS4,MYBL2
ENSG00000092094.10,OSGEP,MYBL2
ENSG00000092098.16,RNF31,MYBL2
ENSG00000092108.20,SCFD1,MYBL2
ENSG00000092140.14,G2E3,MYBL2
ENSG00000092148.12,HECTD1,MYBL2
ENSG00000092199.17,HNRNPC,MYBL2
ENSG00000092201.9,SUPT16H,MYBL2
ENSG00000092203.13,TOX4,MYBL2
ENSG00000092208.16,GEMIN2,MYBL2
ENSG00000092330.15,TINF2,MYBL2
ENSG00000092439.13,TRPM7,MYBL2
ENSG00000092531.9,SNAP23,MYBL2
ENSG00000092820.17,EZR,MYBL2
ENSG00000092841.18,MYL6,MYBL2
ENSG00000092853.13,CLSPN,MYBL2
ENSG00000092853.13,CLSPN,MYBL2
ENSG00000092871.16,RFFL,MYBL2
ENSG00000092871.16,RFFL,MYBL2
ENSG00000092929.11,UNC13D,MYBL2
ENSG00000092929.11,UNC13D,MYBL2
ENSG00000092978.10,GPATCH2,MYBL2
ENSG00000093000.18,NUP50,MYBL2
ENSG00000093009.9,CDC45,MYBL2
ENSG00000093134.14,VNN3,MYBL2
ENSG00000093144.18,ECHDC1,MYBL2
ENSG00000093183.13,SEC22C,MYBL2
ENSG00000093217.9,XYLB,MYBL2
ENSG00000094804.9,CDC6,MYBL2
ENSG00000094880.10,CDC23,MYBL2
ENSG00000094914.12,AAAS,MYBL2
ENSG00000094916.14,CBX5,MYBL2
ENSG00000094975.13,SUCO,MYBL2
ENSG00000095002.13,MSH2,MYBL2
ENSG00000095015.5,MAP3K1,MYBL2
ENSG00000095059.15,DHPS,MYBL2
ENSG00000095139.13,ARCN1,MYBL2
ENSG00000095203.14,EPB41L4B,MYBL2
ENSG00000095261.13,PSMD5,MYBL2
ENSG00000095319.14,NUP188,MYBL2
ENSG00000095321.16,CRAT,MYBL2
ENSG00000095321.16,CRAT,MYBL2
ENSG00000095380.10,NANS,MYBL2
ENSG00000095383.19,TBC1D2,MYBL2
ENSG00000095485.16,CWF19L1,MYBL2
ENSG00000095539.15,SEMA4G,MYBL2
ENSG00000095564.13,BTAF1,MYBL2
ENSG00000095574.11,IKZF5,MYBL2
ENSG00000095787.21,WAC,MYBL2
ENSG00000095794.19,CREM,MYBL2
ENSG00000095906.16,NUBP2,MYBL2
ENSG00000095951.16,HIVEP1,MYBL2
ENSG00000095951.16,HIVEP1,MYBL2
ENSG00000096060.14,FKBP5,MYBL2
ENSG00000096063.15,SRPK1,MYBL2
ENSG00000096063.15,SRPK1,MYBL2
ENSG00000096070.19,BRPF3,MYBL2
ENSG00000096070.19,BRPF3,MYBL2
ENSG00000096080.11,MRPS18A,MYBL2
ENSG00000096092.5,TMEM14A,MYBL2
ENSG00000096093.15,EFHC1,MYBL2
ENSG00000096384.19,HSP90AB1,MYBL2
ENSG00000096401.7,CDC5L,MYBL2
ENSG00000096654.15,ZNF184,MYBL2
ENSG00000096696.13,DSP,MYBL2
ENSG00000096717.11,SIRT1,MYBL2
ENSG00000096746.17,HNRNPH3,MYBL2
ENSG00000096872.15,IFT74,MYBL2
ENSG00000096968.13,JAK2,MYBL2
ENSG00000097021.19,ACOT7,MYBL2
ENSG00000097033.14,SH3GLB1,MYBL2
ENSG00000097046.12,CDC7,MYBL2
ENSG00000097096.8,SYDE2,MYBL2
ENSG00000099194.5,SCD,MYBL2
ENSG00000099194.5,SCD,MYBL2
ENSG00000099203.6,TMED1,MYBL2
ENSG00000099219.13,ERMP1,MYBL2
ENSG00000099246.16,RAB18,MYBL2
ENSG00000099260.10,PALMD,MYBL2
ENSG00000099260.10,PALMD,MYBL2
ENSG00000099290.15,FAM21A,MYBL2
ENSG00000099326.8,MZF1,MYBL2
ENSG00000099330.8,OCEL1,MYBL2
ENSG00000099331.13,MYO9B,MYBL2
ENSG00000099338.22,CATSPERG,MYBL2
ENSG00000099341.11,PSMD8,MYBL2
ENSG00000099364.16,FBXL19,MYBL2
ENSG00000099377.13,HSD3B7,MYBL2
ENSG00000099381.16,SETD1A,MYBL2
ENSG00000099385.11,BCL7C,MYBL2
ENSG00000099622.13,CIRBP,MYBL2
ENSG00000099624.7,ATP5D,MYBL2
ENSG00000099769.5,IGFALS,MYBL2
ENSG00000099783.11,HNRNPM,MYBL2
ENSG00000099795.6,NDUFB7,MYBL2
ENSG00000099800.7,TIMM13,MYBL2
ENSG00000099804.8,CDC34,MYBL2
ENSG00000099810.18,MTAP,MYBL2
ENSG00000099814.15,CEP170B,MYBL2
ENSG00000099817.11,POLR2E,MYBL2
ENSG00000099821.13,POLRMT,MYBL2
ENSG00000099821.13,POLRMT,MYBL2
ENSG00000099840.13,IZUMO4,MYBL2
ENSG00000099849.14,RASSF7,MYBL2
ENSG00000099860.8,GADD45B,MYBL2
ENSG00000099866.14,MADCAM1,MYBL2
ENSG00000099875.14,MKNK2,MYBL2
ENSG00000099899.14,TRMT2A,MYBL2
ENSG00000099904.15,ZDHHC8,MYBL2
ENSG00000099910.16,KLHL22,MYBL2
ENSG00000099910.16,KLHL22,MYBL2
ENSG00000099917.17,MED15,MYBL2
ENSG00000099917.17,MED15,MYBL2
ENSG00000099937.10,SERPIND1,MYBL2
ENSG00000099940.11,SNAP29,MYBL2
ENSG00000099942.12,CRKL,MYBL2
ENSG00000099949.18,LZTR1,MYBL2
ENSG00000099953.9,MMP11,MYBL2
ENSG00000099956.18,SMARCB1,MYBL2
ENSG00000099991.17,CABIN1,MYBL2
ENSG00000099994.10,SUSD2,MYBL2
ENSG00000099995.18,SF3A1,MYBL2
ENSG00000099998.17,GGT5,MYBL2
ENSG00000099999.14,RNF215,MYBL2
ENSG00000100014.19,SPECC1L,MYBL2
ENSG00000100023.18,PPIL2,MYBL2
ENSG00000100027.14,YPEL1,MYBL2
ENSG00000100028.11,SNRPD3,MYBL2
ENSG00000100030.14,MAPK1,MYBL2
ENSG00000100036.12,SLC35E4,MYBL2
ENSG00000100038.19,TOP3B,MYBL2
ENSG00000100056.11,DGCR14,MYBL2
ENSG00000100060.17,MFNG,MYBL2
ENSG00000100075.9,SLC25A1,MYBL2
ENSG00000100075.9,SLC25A1,MYBL2
ENSG00000100077.14,GRK3,MYBL2
ENSG00000100083.18,GGA1,MYBL2
ENSG00000100083.18,GGA1,MYBL2
ENSG00000100084.14,HIRA,MYBL2
ENSG00000100084.14,HIRA,MYBL2
ENSG00000100092.20,SH3BP1,MYBL2
ENSG00000100097.11,LGALS1,MYBL2
ENSG00000100099.20,HPS4,MYBL2
ENSG00000100100.12,PIK3IP1,MYBL2
ENSG00000100101.15,RP1-37E16.12,MYBL2
ENSG00000100104.13,SRRD,MYBL2
ENSG00000100105.17,PATZ1,MYBL2
ENSG00000100105.17,PATZ1,MYBL2
ENSG00000100109.16,TFIP11,MYBL2
ENSG00000100116.16,GCAT,MYBL2
ENSG00000100124.13,ANKRD54,MYBL2
ENSG00000100129.17,EIF3L,MYBL2
ENSG00000100142.14,POLR2F,MYBL2
ENSG00000100147.13,CCDC134,MYBL2
ENSG00000100150.16,DEPDC5,MYBL2
ENSG00000100154.14,TTC28,MYBL2
ENSG00000100162.14,CENPM,MYBL2
ENSG00000100209.9,HSCB,MYBL2
ENSG00000100211.10,CBY1,MYBL2
ENSG00000100216.5,TOMM22,MYBL2
ENSG00000100219.16,XBP1,MYBL2
ENSG00000100219.16,XBP1,MYBL2
ENSG00000100221.10,JOSD1,MYBL2
ENSG00000100225.17,FBXO7,MYBL2
ENSG00000100226.15,GTPBP1,MYBL2
ENSG00000100227.17,POLDIP3,MYBL2
ENSG00000100234.11,TIMP3,MYBL2
ENSG00000100239.15,PPP6R2,MYBL2
ENSG00000100243.20,CYB5R3,MYBL2
ENSG00000100258.17,LMF2,MYBL2
ENSG00000100263.13,RHBDD3,MYBL2
ENSG00000100266.18,PACSIN2,MYBL2
ENSG00000100281.13,HMGXB4,MYBL2
ENSG00000100284.20,TOM1,MYBL2
ENSG00000100292.16,HMOX1,MYBL2
